,Logradouro,Numero/KM,Município,Longitude,Latitude
1760,AVENIDA ANTONIO SILVIO CUNHA BUENO,,DIADEMA,,
1761,VIA UBALDO LOLI,,PIRAPORA DO BOM JESUS,,
2203,VICINAL DOUTOR ARTHUR ALBERTO NARDY,"10,0",BIRITIBA MIRIM,,
2216,TREVO DE BONSUCESSO,,GUARULHOS,,
2441,AVENIDA JOAO DIAS,,SAO PAULO,,
2587,AVENIDA ARNALDO ROJEK,,CAIEIRAS,,
3470,RUA EDSON DANILO DOTTO,,SAO PAULO,,
3869,RUA HEBE CAMARGO,,SAO PAULO,,
4144,AVENIDA CORONEL SEZEFREDO FAGUNDES,,SAO PAULO,,
4760,SP 066,,MOGI DAS CRUZES,,
4804,AVENIDA BARAO DE MAUA,,MAUA,,
4897,RUA ANGELO CREPALDI,,SUZANO,,
5256,ESTRADA DO ITAIM,,SAO PAULO,,
5308,AVENIDA LIONS,,SAO BERNARDO DO CAMPO,,
5405,ESTRADA DO GOPIUVA,,CARAPICUIBA,,
5622,AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA,,ITAQUAQUECETUBA,,
5723,AVENIDA JUVENAL FERREIRA DOS SANTOS,,CAJAMAR,,
5724,AVENIDA JUVENAL FERREIRA DOS SANTOS,,CAJAMAR,,
5846,RUA CARDOSO MOREIRA,,SAO PAULO,,
5947,RUA MONET,,COTIA,,
6539,AVENIDA INTERLAGOS,,SAO PAULO,,
6542,SP 031,,SANTO ANDRE,,
6572,ESTRADA SAO PAULO RIO,"800,0",ITAQUAQUECETUBA,,
6982,RUA CARAIVA,,SAO PAULO,,
7011,AVENIDA PRESTES MAIA,,DIADEMA,,
7199,AVENIDA SENADOR TEOTONIO VILELA,"7300,0",SAO PAULO,,
7849,RUA FERNAO MENDES PINTO,,SAO PAULO,,
8523,AVENIDA SAPOPEMBA,"15708,0",SAO PAULO,,
8576,ESTRADA PEDREIRA,,ITAPEVI,,
8616,ESTRADA DE JANDIRA,,BARUERI,,
8682,AVENIDA JUSCELINO KUBITSCHEK,,MAUA,,
9812,RUA HELMUTH HANS LUZ BACCI,"1229,0",FERRAZ DE VASCONCELOS,,
9946,AVENIDA DOM PEDRO DE ALCANTARA,,SAO BERNARDO DO CAMPO,,
10095,AVENIDA PAPA JOAO PAULO I,,GUARULHOS,,
10736,AVENIDA JOSE DIAS DA SILVA,,BARUERI,,
10737,AVENIDA JOSE DIAS DA SILVA,,BARUERI,,
10802,ESTRADA DOS FICHERS,,COTIA,,
10884,RUA NOVA DO TUPAROQUERA,,SAO PAULO,,
10895,RUA CORREDOR OESTE,,ITAPEVI,,
11070,RUA JOSE PIRES DE OLIVEIRA,,VARGEM GRANDE PAULISTA,,
11185,RUA MARIA MINERVINA DA CONCEICAO,,SUZANO,,
11318,BR 381,,SAO PAULO,,
11391,AVENIDA CARLOS LACERDA,,SAO PAULO,,
11586,VIADUTO ELEVADO PRESIDENTE JOAO GOULART,,SAO PAULO,,
12344,BR 381,,SAO PAULO,,
12586,AVENIDA DOS REMEDIOS,,OSASCO,,
12786,AVENIDA GOVERNADOR MARIO COVAS,,ARUJA,,
12898,SP 312,,BARUERI,,
13405,AVENIDA DONA BELMIRA MARIN,,SAO PAULO,,
13488,ESTRADA FRANCISCO MISSE,,CAJAMAR,,
13624,RUA LUIS NOVI,,MAUA,,
13663,ESTRADA DA OLARIA,,GUARULHOS,,
14019,ESTRADA VELHA GUARULHOS / SAO MIGUEL,,GUARULHOS,,
14045,RUA FRANCISCO DA CRUZ MELLAO,,SAO PAULO,,
14334,RUA DOM ARMANDO LOMBARDI,,SAO PAULO,,
14442,RUA CORONEL SALVADOR DE MOYA,,SAO PAULO,,
14492,AVENIDA FERNANDO ROSSI,,POA,,
14505,BR 116,,GUARULHOS,,
15250,SP 021,,OSASCO,,
17047,AVENIDA LUIZ GUSHIKEN,"1651,0",SAO PAULO,,
17118,AVENIDA DO ESTADO,,SAO PAULO,,
17273,AVENIDA ESCOLA POLITECNICA,,SAO PAULO,,
19560,RUA GASPAR LEME,,SAO PAULO,,
23934,SP 015,"16,0",SAO PAULO,,
24422,AVENIDA DOS AUTONOMISTAS,"17,5",SAO PAULO,,
26308,RUA LEANDRO,"308,0",SAO PAULO,,
26941,AVENIDA ROBERT KENNEDY,"5900,0",SAO PAULO,,
27533,AVENIDA JORNALISTA ROBERTO MARINHO,,SAO PAULO,,
81,ESTRADA JOSE MARQUES RIBEIRO,,CAJAMAR,,
2614,RUA QUINTILIANO DE MESQUITA,,SAO PAULO,,
2773,AVENIDA CORREDOR OESTE,,ITAPEVI,,
3551,RUA ABILIO CESAR,,SAO PAULO,,
4373,RUA LION,,SAO PAULO,,
6405,ACESSO VIADUTO ARICANDUVA,"10,0",SAO PAULO,,
7009,RUA JURUBATUBA,,SAO BERNARDO DO CAMPO,,
7029,AVENIDA ITAQUERA,,SAO PAULO,,
7620,RUA CINCO IRMAOS,,SAO PAULO,,
7757,AVENIDA EDUCADOR PAULO FREIRE,,GUARULHOS,,
9566,VIADUTO PEDRO DEL ANTONIA,,SANTO ANDRE,,
9637,ESTRADA DA GABIROBA,,CARAPICUIBA,,
9982,RUA MACIEIRA,,EMBU DAS ARTES,,
11588,VICINAL ENGENHEIRO RENE BENEDITO SILVA,"1,0",ITAPEVI,,
13307,SP 066,,ITAQUAQUECETUBA,,
13690,RUA PADRE VIEIRA,,SAO PAULO,,
13993,AVENIDA ALMIRANTE DELAMARE,,SAO PAULO,,
14355,AVENIDA PROFESSOR MARIO MAZAGAO,,SAO PAULO,,
15374,SP 021,,ITAQUAQUECETUBA,,
17048,AVENIDA LUIZ GUSHIKEN,"1651,0",SAO PAULO,,
33844,RUA DA PATRIA,,MAUA,,
